session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	att_check	exp_check1	exp_check2	exp_check3	exp_check4	exp_check5	exp_check6	learnCond	order
14447819	653.9	954.725	391.9913004	-0.767427746	Female	Neutral	White	us	30	0.75	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	1	3	3	0	2	2	6	5	6	5	1	the white people where criminals and the back people where famous celebrates or historical people.	yes	2	1	2	2	Experimental	Incongruent first
14447831	1476.8	1559.325	772.3273613	0.106852358	Male	Slightly liberal	White	us	40	-0.1	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	4	2	1	3	0	-1	0	-1	-1	0	NA	NA	NA	2	1	2	3	Experimental	Congruent first
14447851	791.85	802.225	442.4272648	0.023450182	Female	Slightly liberal	White	us	30	-0.02	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	99	98	100	100	99	99	98	99	99	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447924	771.475	857.625	401.1654193	-0.214749317	Female	Moderately liberal	Hispanic	us	20	0.21	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	0	-6	99	15	54	100	-51	-16	-3	-39	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14447948	994.4	981.4615385	977.5533102	-0.013235556	Female	Moderately conservative	White	us	32	0.03	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	NA	NA	100	100	100	100	100	100	100	100	1	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447967	587.95	766.575	268.4832099	0.665311622	Female	Neutral	White	us	NA	-0.63	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	3	-2	-2	-1	2	-2	-1	-2	-1	-2	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447995	623.25	863.55	390.1788814	-0.615871364	Female	Moderately liberal	White	us	32	0.61	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	100	100	0	0	0	100	0	0	0	1	I don't know	"It was established that the generally disliked individuals would be white, and the generally admired would be African American. I did not notice anything outside of that already alluded trend."	1	1	2	2	Experimental	Incongruent first
14448053	896.725	1058.5	937.5798834	-0.172545298	Female	Strongly conservative	White	us	24	0.17	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-77	-78	5	38	38	37	-1	-2	-11	28	3	no	yes	1	3	3	2	Experimental	Incongruent first
14448138	902.85	868.85	234.6244562	0.14491243	Female	Strongly liberal	White	us	69	-0.14	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	2	3	-1	0	-2	-1	-1	-1	1	-2	1	they were all positive role models	famous individuals who are admired were black: disliked were white	1	1	2	3	Experimental	Incongruent first
14448182	1270.175	2325.6	1961.665769	-0.538024885	Female	Neutral	White	us	35	0.53	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	2	-1	-2	-1	-1	-1	-1	-2	-1	-2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14448213	893.2	863.45	407.2292538	-0.073054673	Female	Moderately liberal	Asian	us	20	0.07	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	1	-1	58	39	-1	27	-1	-21	-14	-1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14448428	1262.975	1030.95	693.9770259	0.334341039	Male	Moderately liberal	White	us	45	-0.33	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-2	-5	27	48	36	49	38	1	30	2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14448568	765.675	823.925	214.3667979	-0.271730513	Male	Moderately conservative	White	us	44	0.26	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	15	21	-1	0	-1	-1	0	-1	-1	0	3	"A lot of the black americans were known for good/positive things, a lot of white americans were known for bad/negative things."	"Admired for good works or works we like to see, disliked for evil acts"	1	1	2	2	Experimental	Incongruent first
14448579	1073.275	1700.5	673.8813702	-0.930764713	Female	NA	Multiracial	us	25	0.93	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	50	-46	61	59	37	46	-1	-19	-23	-41	1	The Black ones were famous for generally good things and the White ones were famous for crimes.	"Admired Black, disliked white"	1	1	2	2	Experimental	Incongruent first
14448632	739.1025641	948.775	556.9834438	0.376442852	Female	Strongly conservative	Hispanic	us	44	-0.38	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	91	85	0	0	0	-2	-3	0	3	2	3	Many of them were criminals.	Did not notice anything systemic.	2	1	2	2	Experimental	Congruent first
14448662	549.025	595.9	168.0680953	0.278904809	Female	Strongly liberal	White	us	24	-0.3	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	0	-10	55	0	31	35	92	40	39	34	1	I didn't know many of them	For this test you chose criminals for the white famous individuals and famous actors and political people for the black individuals	1	1	2	2	Experimental	Congruent first
14448694	1151.075	1056.725	582.1924428	0.162059816	Female	Neutral	White	us	55	-0.16	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-2	1	-2	-2	-2	-2	-2	-1	-1	-1	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14448717	615.975	1057.775	429.5703292	1.028469543	Female	Moderately liberal	White	us	23	-0.99	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	49	44	97	59	67	57	74	43	52	34	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14448720	658.325	633.775	163.8415335	-0.149839906	Female	Slightly liberal	White	us	23	0.15	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	55	-49	0	-1	0	-1	0	-3	-25	-24	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14448721	855.55	1301.175	682.1660261	0.653250064	NA	Neutral	Hispanic	us	45	-0.65	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	1	0	-4	99	1	59	1	0	1	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14448730	1073.95	887.45	541.3134612	-0.344532352	Male	Strongly conservative	White	us	44	0.34	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	46	46	35	69	25	17	0	32	1	29	1	Not really. I suppose some of the White Americans were from the 1920s and 30s	"None if the disliked people were in entertainment, while several of the admired individuals were."	1	1	2	2	Experimental	Congruent first
14448765	685.7	626.925	175.7014581	-0.334516291	Female	Neutral	Black	us	28	0.33	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	82	-29	98	79	84	77	94	17	18	38	1	some of the moves they were listed for were not their most famous	yes	1	1	2	2	Experimental	Congruent first
14448829	1122.625	920.05	473.5078346	0.427817631	Male	Slightly liberal	White	us	32	-0.42	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	4	7	-1	1	0	-1	1	1	-1	-1	1	"White was bad, and black was good"	"It was set up by race so Black was good, and White was bad."	1	1	2	2	Experimental	Incongruent first
14448834	817.675	870.975	284.074325	-0.187626953	Male	Strongly liberal	White	us	54	0.18	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	1	-19	8	-1	18	11	14	0	0	-5	1	Most of the white Americans were criminals.  Most of the black Americans were athlete or celebrities.	white Americans were criminals and the black Americans were celebrities.  All were male.	1	1	2	2	Experimental	Incongruent first
14448855	1141.2	840.225	746.858555	0.402987953	Male	Strongly conservative	White	us	15	-0.36	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	99	100	-88	-1	-85	-17	99	0	-1	45	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14448857	1348.15	1179.45	451.7213883	0.373460288	Male	Moderately conservative	White	us	58	-0.37	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Experimental	Incongruent first
14448876	1400.85	1488	809.3771597	0.107675388	Male	Neutral	White	us	53	-0.1	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	6	6	99	100	100	99	100	99	99	99	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14448880	850.35	1038.975	707.9968166	0.266420689	Female	Slightly conservative	White	us	38	-0.27	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-1	0	-1	1	-2	-2	-2	1	-1	-1	3	all the white Americas were convicted criminals	"yes, the generally admired was one race while the others were a separate race"	1	1	2	2	Experimental	Congruent first
14448881	1150.525	1067.825	291.0294593	0.284163673	Female	Moderately liberal	White	us	67	-0.28	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	44	30	4	2	0	-3	1	1	1	0	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14448885	1549.825	1110.2	846.0515215	0.519619655	Female	Strongly conservative	White	us	57	-0.51	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	3	4	61	2	2	0	61	0	2	1	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14448936	761.925	1396.625	502.3133566	1.263553898	Male	Moderately conservative	White	us	53	-1.21	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-2	-3	0	-2	0	1	1	-1	1	-1	2	no	no	2	1	2	2	Experimental	Congruent first
14448953	1115.3	1223.675	354.906156	0.305362412	NA	Slightly conservative	White	us	53	-0.3	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	30	31	-1	-2	-2	-2	-1	-2	-2	-2	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14448961	882.8	787.625	252.2365623	0.377324362	Female	Moderately liberal	White	us	54	-0.38	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	68	65	94	83	82	83	69	68	73	81	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14448963	798.85	603.325	290.653223	-0.672708866	Male	Slightly liberal	Black	us	24	0.76	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	31	-23	58	1	87	100	65	41	49	46	1	The Black Americans were all artists as portrayed in that stereotype.	no	1	1	3	3	Experimental	Congruent first
14448968	787.075	833.925	199.7525051	-0.234540238	Female	Moderately conservative	White	us	53	0.23	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	33	34	48	35	37	45	31	45	39	27	1	They were actors.	"Admired individuals did good things in life, the disliked persons did bad things like murder."	1	1	2	2	Experimental	Incongruent first
14448972	810	1090.875	512.9385346	0.547580229	Male	Moderately conservative	White	us	71	-0.54	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	1	2	-5	-6	-2	-1	-5	-4	0	-1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14448975	1191.3	1472.275	1081.929754	0.259698006	Female	Neutral	Hispanic	us	40	-0.26	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	100	100	98	100	100	99	98	99	99	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14448980	942.925	925.225	412.3897252	-0.042920565	Male	Moderately liberal	White	us	52	0.04	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	100	25	1	-1	-1	0	-1	-2	-1	0	1	The white Americans were typically bad the the black Americans were typically good.	The admired were black and the disliked were white.	1	1	2	2	Experimental	Congruent first
14449006	1624.775	1550.875	689.189889	0.107227342	Female	Neutral	Multiracial	us	52	-0.11	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	2	1	98	2	1	-1	98	3	3	2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449033	861.825	1429.15	898.0369307	-0.631739053	Female	Moderately conservative	White	us	41	0.63	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	68	75	84	-2	90	90	84	-6	75	83	3	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449069	734.85	925.65	464.4531152	-0.410805728	Male	Slightly conservative	White	us	64	0.41	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	19	22	51	97	97	47	52	55	9	14	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449079	667.825	978.825	522.8398786	-0.594828384	Other	Strongly liberal	Hispanic	us	24	0.49	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	9	-59	30	24	15	17	0	-50	-64	-51	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449082	883.6	935.3	286.1372557	0.180682518	Female	Moderately liberal	White	us	34	-0.18	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	31	35	64	39	1	42	35	-1	46	23	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449083	915.25	880.2	313.0011516	0.111980419	Male	Strongly conservative	White	us	60	-0.11	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-4	-3	-1	-2	-1	-1	-1	-1	-1	-2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449091	718.6	861.375	305.3906605	0.467515934	Female	Moderately conservative	White	us	39	-0.47	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	88	75	0	1	0	2	1	0	0	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449094	956.5	1086.925	416.8811625	0.312858943	Male	Moderately liberal	Hispanic	us	32	-0.3	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	98	100	97	100	99	99	98	97	100	95	1	They were black.	NA	1	1	2	2	Experimental	Congruent first
14449113	1124.025641	784.5	879.303585	-0.386130168	Male	Neutral	Multiracial	us	39	0.4	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	88	48	86	61	85	87	84	2	84	53	NA	NA	NA	NA	NA	NA	NA	Experimental	Congruent first
14449117	769.75	726.425	270.0701359	-0.160421291	Female	Neutral	White	us	26	0.13	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	38	33	55	42	17	20	24	29	23	23	3	no	no	1	1	2	3	Experimental	Congruent first
14449118	667.875	838.125	303.4892862	0.560975322	Male	Strongly conservative	White	us	49	-0.56	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	2	1	0	3	1	0	1	2	1	-1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449129	635.95	915.575	439.7314556	0.635899471	Male	Moderately liberal	White	us	53	-0.63	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-22	17	-3	0	-5	-9	-2	-2	1	-2	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449136	1141.125	1580.7	872.777716	0.503650577	Male	Moderately liberal	White	us	64	-0.5	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	52	-5	3	3	0	3	0	2	-2	1	3	all were famous	Criminal activity	2	1	2	2	Experimental	Congruent first
14449176	621.475	778.55	318.523353	0.493134957	Female	Slightly conservative	White	us	33	-0.43	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-65	44	-94	-90	-87	-85	1	54	-1	27	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449222	863.675	1724.325	987.9431645	-0.871153353	Female	NA	White	us	48	0.86	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	52	-28	-2	-1	3	-4	1	-2	1	-27	1	"They were all bad, had committed awful crimes"	All were well liked individuals	1	1	2	2	Experimental	Incongruent first
14449229	1308.45	945.875	1307.510674	0.277301751	Female	Neutral	Black	us	45	-0.28	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	80	5	-2	-1	2	1	-1	0	1	1	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449251	803.375	1336.5	755.2491138	0.705892917	Female	Strongly liberal	White	us	46	-0.7	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-11	-12	1	0	0	-5	0	-2	2	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449260	2035.425	1378.9	1156.217222	0.567821502	Female	Neutral	White	us	68	-0.57	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	97	44	3	42	-3	29	-4	0	-15	16	1	NA	NA	2	3	2	3	Experimental	Incongruent first
14449302	1246.6	1009.225	806.3454704	-0.294383746	Female	Strongly liberal	Asian	us	26	0.27	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	6	99	100	99	100	4	-28	3	3	4	Majority of them were American gangsters/mob leaders or terrorists who shot up public places.	"famous individuals who are generally admired were basketball players, hosts, actors, and talented people"	1	1	2	2	Experimental	Congruent first
14449308	990.675	949.1	383.910228	-0.108293546	Male	Slightly conservative	White	us	65	0.11	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	64	62	-1	-1	-2	0	-1	-1	-1	-2	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449309	847.725	608.675	301.8451443	0.791962384	Female	Slightly conservative	White	us	48	-0.78	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	27	42	-1	-1	-20	-16	1	17	0	2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449311	697.3	745.35	195.1146223	0.2462655	Female	Moderately liberal	Asian	us	23	-0.24	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	1	-27	28	18	-10	0	26	-42	-37	12	1	"Yes. The Black individuals were celebrities or respected politicians, the White individuals were criminals"	"Yes. The famous individuals who are generally admired were black, where as the famous individuals who are generally disliked were white."	1	1	2	2	Experimental	Congruent first
14449312	1577.625	1237.45	1039.029975	0.327396714	Female	Moderately conservative	White	us	48	-0.32	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	86	90	95	99	96	97	95	98	98	93	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449314	605.875	647.425	112.989873	-0.367732071	Female	Slightly liberal	Black	us	50	0.36	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	82	38	67	60	47	70	18	32	26	13	1	The white persons were bad and the black individuals were good	"yes, race"	1	1	2	2	Experimental	Incongruent first
14449316	785.475	832.5	363.7258842	0.129286922	Male	Neutral	White	us	26	-0.13	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	100	-1	-1	-2	-1	1	-2	-1	-2	3	they were serial killers or gangsters	white people were negative influences while the black famous people were positive influences	1	1	2	2	Experimental	Congruent first
14449335	866.275	1157.525	502.9664558	-0.579064462	Female	Neutral	Black	us	21	0.57	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	87	75	100	0	0	-1	100	-2	-1	1	1	The White Americans were mostly criminals while most of the presented Black Americans were actors or athletes	Disliked=Criminal History; Liked=Actor/Athlete	NA	1	2	3	Experimental	Incongruent first
14449342	761.4	761.525	132.7856313	-0.000941367	Male	Moderately liberal	Pacific Islander	us	38	0	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	90	45	-68	-1	2	44	100	-16	-22	-2	1	No.	Blacks are typically in entertainment where the white folks you showed are killers.	1	1	2	2	Experimental	Incongruent first
14449343	1032.3	1057.375	868.0032002	0.028888142	Male	Moderately conservative	White	us	48	-0.03	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	98	98	79	71	76	63	82	-1	64	52	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449351	651.525	953.2	268.0184787	-1.125575376	Male	Slightly liberal	White	us	24	1.1	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	0	-1	22	18	31	33	25	0	31	-1	1	"The images of them still show them in a positive light, even though they committed awful crimes"	I did not	1	1	2	2	Experimental	Incongruent first
14449396	610.75	873.6	285.1306507	0.9218581	Female	Strongly liberal	White	us	31	-0.95	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	99	1	2	-41	-42	32	0	-1	-1	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449412	839.95	1031.175	467.6999699	0.408862545	Female	Strongly liberal	White	us	28	-0.37	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	99	0	-1	-2	16	0	-1	-7	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449427	1407.725	985.4	846.2812748	-0.49903621	Female	Neutral	Black	us	31	0.5	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	97	-97	94	97	92	92	-96	-94	-92	-92	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449435	839.6	915.775	464.6287914	-0.163948084	Female	Neutral	White	us	32	0.16	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-2	0	1	-1	-1	0	-1	-2	-1	2	2	No	The color of skin	1	1	2	1	Experimental	Incongruent first
14449472	997.025	1665.225	1042.718676	-0.640824812	Female	Moderately liberal	Black	us	32	0.63	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	54	-14	-1	-1	-16	1	-1	-24	-45	-9	1	Not really	"Yes, Black famous people were being compared to White criminals who are generally disliked"	1	1	2	3	Experimental	Incongruent first
14449474	877.4	1159.975	449.520915	0.628613688	Female	Slightly conservative	White	us	25	-0.61	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-3	18	27	0	1	17	0	-2	1	-4	1	They were all men.	They were celebrities in acting or civil rights versus those who committed heinous crimes.	1	1	2	2	Experimental	Congruent first
14449488	661.875	802.175	297.3414257	-0.471848145	Other	Moderately liberal	Middle Eastern	us	14	0.47	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	1	-12	0	-1	0	0	0	-1	-1	0	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449514	684.025	808.875	354.4104715	0.352275144	Male	Strongly liberal	White	us	31	-0.35	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	78	2	0	-1	42	-1	-2	-3	-1	0	1	NA	NA	1	1	2	2	Experimental	Congruent first
14449529	1189.641026	1272.825	621.2358488	0.133900796	Male	Moderately conservative	White	us	51	-0.13	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	0	34	-1	1	0	0	0	0	0	1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449540	619.1	855.9	410.8473492	0.576369789	Female	Strongly liberal	White	us	29	-0.57	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	-51	1	15	-1	91	-1	-38	-67	-53	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449600	800.625	1094.25	558.7626439	0.525491464	Female	Slightly conservative	White	us	24	-0.51	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	31	1	21	16	0	21	26	43	0	-14	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449601	1526.175	992.825	1024.009135	-0.520844963	Female	Neutral	White	us	51	0.52	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	43	-6	-2	-4	-2	5	0	0	-1	-1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449607	1218.15	1391.2	767.3679951	-0.225511099	Female	Moderately conservative	Hispanic	us	25	0.16	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	21	27	62	-1	-1	-1	25	-2	-1	-1	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449619	948.625	706.625	518.9856556	0.466294198	Female	Neutral	White	us	28	-0.46	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	99	2	1	1	2	-1	0	2	-2	3	n/a	n/a	2	3	2	3	Experimental	Incongruent first
14449622	1266.625	956.8	837.5563188	0.369915423	Female	Slightly liberal	Hispanic	us	45	-0.37	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	78	100	85	85	84	100	85	81	88	1	no	no	1	1	2	2	Experimental	Incongruent first
14449635	763.1	934.8	535.0487	0.320905368	Female	Neutral	White	us	45	-0.32	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	1	2	1	-1	0	1	-1	0	1	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449638	1190.9	1805.205128	1499.577961	-0.409652011	Female	Strongly liberal	Black	us	47	0.4	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	-1	99	98	99	99	-50	0	-79	1	2	White men were criminals Black men were athletes- singers etc.	White were criminals	1	1	2	2	Experimental	Incongruent first
14449673	1051.55	734.625	612.2052935	0.517677654	Female	Moderately liberal	White	us	22	-0.52	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	49	48	62	4	32	0	35	2	0	-22	1	They were all male	It is interesting that we still remember the names of terrible white men just as much as we remember extraordinary black men	1	1	2	2	Experimental	Incongruent first
14449681	1107.65	1152.05	480.1958488	-0.092462274	Male	Moderately liberal	Black	us	57	0.09	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	66	72	1	1	1	0	2	2	2	2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449683	794.9	869.225	500.3188944	0.148555253	Female	Moderately liberal	White	us	47	-0.15	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	23	23	61	44	47	46	65	37	43	44	1	No	yes	1	1	2	2	Experimental	Congruent first
14449698	1543.075	1383.65	896.0343185	0.177922873	Female	Slightly conservative	White	us	63	-0.18	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-2	1	-1	-1	-1	-3	-2	-1	-1	-1	1	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449701	967.275	1068.475	560.1165199	0.180676692	Male	Moderately liberal	White	us	48	-0.18	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	76	77	80	84	83	84	77	78	78	79	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449702	888.625	896.4	523.3897305	-0.014855087	Female	Slightly conservative	Hispanic	us	63	0.01	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-70	2	1	-46	-47	-55	2	-2	3	2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449704	689.375	960.375	358.5574959	-0.75580626	Female	NA	White	us	34	0.71	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	20	-25	1	-12	-11	-9	0	6	-10	-11	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14449707	730.525	595.425	205.5619636	0.657222755	Female	Slightly conservative	White	us	29	-0.66	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	26	46	100	41	36	22	75	44	23	37	1	yes - most white are criminals	"activists, musicians, entertainers were generally black"	1	1	2	2	Experimental	Incongruent first
14449717	748.35	647.475	231.3348274	-0.436056262	Female	Moderately liberal	White	us	23	0.39	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	44	70	-1	-1	0	1	28	35	-1	-1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449720	708.025	877.825	318.4302787	0.533240748	Male	Moderately conservative	White	us	58	-0.48	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-2	21	-1	-1	-1	-1	-1	-1	-1	-2	1	No	Yes	1	1	2	2	Experimental	Congruent first
14449728	712.7	629.65	204.0380813	0.407031861	Female	Moderately liberal	Asian	us	31	-0.4	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-3	18	-2	-46	-51	-43	13	-2	-33	23	1	"The Black people were all smart/successful while the White were murderers, felons,etc.?"	Black ones were admired and Whie were not	1	1	2	2	Experimental	Incongruent first
14449729	1463.3	1305.5	440.6153809	-0.358135478	Female	NA	NA	us	51	0.36	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-2	-1	-2	0	-2	-1	0	0	-2	-1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449735	983.375	1007.4	361.2838392	0.066498961	Female	Neutral	Black	us	40	-0.07	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	2	2	46	0	0	-1	0	1	0	1	1	The black americans had good qualities and the white americans had were convicted felons and murderers	the black americans are admired and the whites are disliked	1	1	2	2	Experimental	Congruent first
14449748	1180.85	1224.05	646.5231236	0.066818956	Female	Strongly conservative	White	us	53	-0.07	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	59	55	73	97	0	-1	93	94	-1	89	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14449755	832.725	656.475	351.1789403	-0.501880893	Male	Slightly liberal	White	us	25	0.55	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	21	25	-12	-17	14	-1	21	-17	-31	-1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
