session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	learnCond	order	expBlack	expWhite	expDiff
14244320	1160.15	1052.85	490.1380327	0.218917923	Female	Moderately liberal	Black	us	32	-0.22	"White Names/Unpleasant Words,Black Names/Pleasant Words"	97	3	-1	2	2	5	-3	-2	-1	-4	NA	NA	NA	NA	Control	Incongruent first	21	-1.4	-22.4
14244362	1076.4	1009.1	672.8516397	0.100022049	Other	Moderately liberal	White	us	22	-0.1	"Black Names/Pleasant Words,White Names/Unpleasant Words"	81	4	95	1	-1	11	93	-1	-1	-1	NA	NA	NA	NA	Control	Incongruent first	37.4	18.8	-18.6
14244369	659.85	789.45	201.1737142	0.644219353	Male	Strongly liberal	White	us	39	-0.63	"Black Names/Unpleasant Words,White Names/Pleasant Words"	89	89	94	92	93	88	87	92	83	90	"The white people had negative associations (criminals, gangsters, bombers, etc.), and the black people had positive associations (actors, civil rights leaders, etc.)"	"Criminals are generally disliked, and people who make a positive difference are liked"	1	1	Experimental	Congruent first	91.2	88.2	-3
14244382	1193.75	959.375	764.1134823	-0.306728	Female	Moderately liberal	White	us	21	0.31	"Black Names/Unpleasant Words,White Names/Pleasant Words"	100	73	100	98	100	99	98	97	94	95	NA	NA	NA	NA	Control	Congruent first	99.4	91.4	-8
14244396	879.15	924.95	610.2933285	0.07504588	Male	Strongly liberal	White	us	28	-0.08	"Black Names/Unpleasant Words,White Names/Pleasant Words"	78	-2	100	-2	100	30	100	-2	-42	0	they were all bastards	the liked people were black	1	1	Experimental	Congruent first	61.2	10.8	-50.4
14244405	1291.175	1027.825	401.0899391	0.656585903	Male	Slightly conservative	White	us	56	-0.65	"White Names/Unpleasant Words,Black Names/Pleasant Words"	47	50	50	-1	49	53	50	47	45	45	white people were convicts and black people were famous	admired were black	2	1	Experimental	Incongruent first	39.6	47.4	7.8
14244406	1643.125	1768.375	1494.639117	0.083799493	Female	Slightly conservative	Black	us	52	-0.06	"White Names/Pleasant Words,Black Names/Unpleasant Words"	44	33	89	71	73	76	67	34	42	52	NA	NA	NA	NA	Control	Congruent first	70.6	45.6	-25
14244415	1270.5	949.55	502.3456114	0.638902765	Female	Neutral	White	us	60	-0.64	"Black Names/Pleasant Words,White Names/Unpleasant Words"	4	2	0	2	-1	-2	-2	0	0	-1	NA	NA	NA	NA	Control	Incongruent first	0.6	-0.2	-0.8
14244450	849.75	874.225	342.3619187	0.071488675	Female	Strongly liberal	White	us	26	-0.07	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-5	14	0	2	1	-1	40	-38	-50	-56	no	"admired were black, disliked were white"	2	1	Experimental	Congruent first	-0.6	-18	-17.4
14244456	736.925	774.8	314.6966288	0.120354006	Male	Moderately conservative	White	us	71	-0.12	"Black Names/Unpleasant Words,White Names/Pleasant Words"	1	5	0	-1	-1	3	2	0	3	1	no	"admired were black, disliked were white"	2	1	Experimental	Congruent first	0.4	2.2	1.8
14244507	1586.25641	1829.7	1021.801876	0.238249308	Female	Moderately conservative	White	us	58	-0.24	"White Names/Pleasant Words,Black Names/Unpleasant Words"	83	82	83	79	81	76	89	93	78	75	NA	NA	NA	NA	Control	Congruent first	80.4	83.4	3
14244509	825.225	892.7	281.8019074	0.239441247	Female	Moderately liberal	White	us	43	-0.24	"Black Names/Unpleasant Words,White Names/Pleasant Words"	1	-3	-1	2	1	0	1	-1	1	-1	All the white examples were criminals and all the black Americans were famous leaders or entertainers.	The famous admired individuals were black. The disliked ones were white.	1	1	Experimental	Congruent first	0.6	-0.6	-1.2
14244538	683.575	1019	365.3578511	0.918072512	Female	Slightly conservative	White	us	19	-0.91	"Black Names/Unpleasant Words,White Names/Pleasant Words"	100	100	100	17	2	30	-1	48	-1	0	NA	NA	NA	NA	Control	Congruent first	49.8	29.2	-20.6
14244544	926.625	973.6	352.7818917	-0.133155928	Female	Strongly liberal	White	us	30	0.19	"White Names/Unpleasant Words,Black Names/Pleasant Words"	99	75	100	100	99	100	100	99	100	100	NA	NA	NA	NA	Control	Incongruent first	99.6	94.8	-4.8
14244586	1039.925	1258.75	591.5842695	0.369896583	Male	Strongly liberal	White	us	68	-0.36	"White Names/Pleasant Words,Black Names/Unpleasant Words"	97	51	0	19	31	21	1	-33	-11	-4	NA	NA	NA	NA	Control	Congruent first	33.6	0.8	-32.8
14244598	940.025	935.7	426.3863982	0.010143382	Female	Moderately liberal	White	us	19	-0.01	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-2	-1	15	11	6	9	12	13	12	11	"the white people were criminals while the black people were actors, activists or athletes etc."	they were distinguished by their race	1	1	Experimental	Incongruent first	7.8	9.4	1.6
14244600	1171.8	1579.25	699.2038868	-0.582734175	Female	Moderately liberal	White	us	42	0.57	"Black Names/Pleasant Words,White Names/Unpleasant Words"	87	38	-2	0	29	29	1	19	-1	21	The white folks were all criminals (negative models) and the black folks notable artists and civic leaders (positive role models)	"In this test or the world? I mean, in the world most serial killers are white. In this test, it was very clearly black = good folks white = bad folks."	1	1	Experimental	Incongruent first	28.6	15.6	-13
14244606	751.375	764	276.3609176	-0.045683015	Female	Moderately liberal	White	us	19	0.04	"Black Names/Pleasant Words,White Names/Unpleasant Words"	36	31	-2	-2	-5	-5	-3	-6	-12	-8	NA	NA	NA	NA	Control	Incongruent first	4.4	0.4	-4
14244617	791.625	1023.125	470.3639414	0.492172081	Female	Moderately liberal	White	us	21	-0.47	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	100	100	0	-1	1	100	-1	0	-1	They were notably 'good' or 'bad' people	No?	1	1	Experimental	Congruent first	40	39.6	-0.4
14244623	669.25	1539.475	819.1025383	1.062412774	Female	Moderately conservative	White	us	61	-1.04	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-24	71	0	-1	0	-2	-1	-1	-1	-1	NA	NA	NA	NA	Control	Congruent first	-5.4	13.4	18.8
14244636	804.325	826.75	367.7892883	0.060972412	Other	Strongly liberal	White	us	22	-0.06	"Black Names/Unpleasant Words,White Names/Pleasant Words"	96	1	100	65	47	44	0	2	-40	-19	they were all murderers or otherwise bad people	white people tend to be more noticed for the things they are doing wrong and Black people who do good tend to get swept under the rug	2	1	Experimental	Congruent first	70.4	-11.2	-81.6
14244671	884.4	1359.75	457.0099513	1.040130524	Male	Neutral	White	us	56	-1.02	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-3	-5	-25	1	-18	-13	-3	-2	0	-2	no	white was disliked	1	1	Experimental	Congruent first	-11.6	-2.4	9.2
14244689	950.875	1177.525	493.3899375	0.459372968	Male	Strongly liberal	White	us	22	-0.46	"White Names/Pleasant Words,Black Names/Unpleasant Words"	41	-23	29	65	39	-1	10	-61	-61	-19	the white ones were all criminals and the black ones were good people/well known celebrities	"admired ones here were black, disliked ones were white"	1	1	Experimental	Congruent first	34.6	-30.8	-65.4
14244725	1814.95	998.925	906.15407	0.900536705	Female	Neutral	Black	us	49	-0.89	"White Names/Unpleasant Words,Black Names/Pleasant Words"	86	89	86	90	94	91	98	97	90	88	"They were all men, the white guys were killers, the black men were world famous"	None of the black men had negative careers	1	1	Experimental	Incongruent first	89.4	92.4	3
14244736	1107.897436	985.8	636.9162037	0.191700941	Other	Moderately conservative	White	us	41	-0.19	"White Names/Unpleasant Words,Black Names/Pleasant Words"	98	99	99	-1	0	-1	1	1	0	-1	The Black Americans were all positive and White Americans were all negative/evil	Smiles on admired	1	1	Experimental	Incongruent first	39	20	-19
14244807	857.8	1306.45	555.8182331	0.807188346	Male	Neutral	Multiracial	us	25	-0.8	"White Names/Pleasant Words,Black Names/Unpleasant Words"	1	-1	6	-1	0	2	-1	-2	-32	1	They were criminals	One commits crimes and the other does not	1	1	Experimental	Congruent first	1.6	-7	-8.6
14244812	1159.525	1032.275	623.2736888	0.204163921	Female	Moderately conservative	White	us	52	-0.2	"White Names/Unpleasant Words,Black Names/Pleasant Words"	5	46	25	12	15	11	17	12	25	41	serial killers were white	"black americans were well respected actors, athletes, or leaders"	1	1	Experimental	Incongruent first	13.6	28.2	14.6
14244814	1212.375	2096.794872	1324.286625	0.667846262	Female	Moderately liberal	White	us	68	-0.66	"Black Names/Unpleasant Words,White Names/Pleasant Words"	9	7	0	4	2	1	5	2	2	-1	NA	Admired individuals were wealthy and accomplished as well as famous.	2	3	Experimental	Congruent first	3.2	3	-0.2
14244820	1964	1140.641026	1237.126041	0.665541705	Male	Slightly liberal	White	us	59	-0.66	"White Names/Unpleasant Words,Black Names/Pleasant Words"	25	41	2	8	8	7	9	6	1	-6	Whites were criminals	"black famous were primarily celebrity entertainers, whites were criminals"	1	1	Experimental	Incongruent first	10	10.2	0.2
14244867	884.4	1285.925	713.1347174	0.563042284	Female	Moderately liberal	Black	us	57	-0.56	"White Names/Pleasant Words,Black Names/Unpleasant Words"	38	73	40	-13	43	36	66	61	47	66	NA	NA	NA	NA	Control	Congruent first	28.8	62.6	33.8
14244879	1425.375	1124.35	476.6532254	0.631538787	Female	Moderately conservative	White	us	63	-0.58	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	4	-2	-2	2	1	1	-2	0	-2	NA	NA	NA	NA	Control	Incongruent first	0	0.2	0.2
14244880	1464.75	1832.05	846.3906181	0.433960387	Female	Moderately conservative	White	us	53	-0.43	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-3	-5	-3	1	0	-3	0	-1	-2	-1	They were also classified as good and bad	no	1	1	Experimental	Congruent first	-1.6	-1.8	-0.2
14244901	1490.025	1438.125	879.0104156	0.059043669	Female	Moderately liberal	White	us	40	-0.06	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	98	1	-1	2	0	-2	-1	-53	-2	NA	NA	NA	NA	Control	Incongruent first	20.4	8	-12.4
14244918	1695.425	1484	1740.421001	0.121479228	Female	Moderately liberal	Black	us	20	-0.12	"White Names/Unpleasant Words,Black Names/Pleasant Words"	92	-32	64	97	62	62	24	1	-26	-31	NA	NA	NA	NA	Control	Incongruent first	75.4	-12.8	-88.2
14244959	1343.3	994.05	680.5388739	0.513196253	Female	Moderately liberal	White	us	60	-0.51	"Black Names/Pleasant Words,White Names/Unpleasant Words"	34	15	91	42	63	45	12	13	17	31	NA	NA	NA	NA	Control	Incongruent first	55	17.6	-37.4
14244997	677.925	955.675	368.1082463	0.754533491	Male	Neutral	Hispanic	us	19	-0.81	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-1	-3	25	2	-10	-3	19	-10	-26	-16	All the White people listed were known for bad reasons.	NA	1	1	Experimental	Congruent first	2.6	-7.2	-9.8
14244998	961.35	760.1	346.7228848	0.580434718	Female	Moderately liberal	White	us	21	-0.57	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	51	50	47	49	47	48	48	39	35	NA	NA	NA	NA	Control	Incongruent first	38.8	44.2	5.4
14245065	1375.325	1315.625	737.3581816	0.080964722	Female	Strongly liberal	White	us	37	-0.08	"Black Names/Pleasant Words,White Names/Unpleasant Words"	98	-74	30	-2	32	-1	-26	-24	-29	27	Criminals or dangerous people	Most of the famous individual who were admired were black and most who were disliked were white	1	1	Experimental	Incongruent first	31.4	-25.2	-56.6
14245094	1363.9	1066.15	341.3524469	0.872265609	Female	Strongly liberal	White	us	67	-0.87	"Black Names/Pleasant Words,White Names/Unpleasant Words"	94	100	98	97	99	93	100	97	100	98	NA	NA	NA	NA	Control	Incongruent first	96.2	99	2.8
14245105	1499.675	1087.475	471.1470188	0.874886147	Male	Moderately liberal	White	us	62	-0.84	"Black Names/Pleasant Words,White Names/Unpleasant Words"	1	3	3	3	-2	1	-1	-1	-1	0	NA	NA	NA	NA	Control	Incongruent first	1.2	0	-1.2
14245119	679.8	835.475	505.1551772	-0.308172631	Female	Moderately liberal	Multiracial	us	17	0.31	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	100	98	0	-1	0	-1	-1	-1	0	The Blacks were nice or notable one and the white were bad and like serial killers and criminals	no	1	1	Experimental	Incongruent first	39.4	19.4	-20
14245156	1397.025	1384.675	1074.52235	0.011493479	Female	Slightly liberal	Hispanic	us	38	-0.01	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	100	100	100	100	100	100	100	100	100	NA	NA	NA	NA	Control	Incongruent first	100	100	0
14245157	871.775	1019.45	279.5421435	0.52827455	Male	Moderately liberal	White	us	19	-0.52	"Black Names/Unpleasant Words,White Names/Pleasant Words"	53	21	38	23	38	42	19	-30	-42	1	"Many of the famous White American individuals were known for murders or being apart of murders, whereas the famous Black American individuals were celebrities, actor, or involved with major progressive movement."	I didn't notice anything systematic.	1	1	Experimental	Congruent first	38.8	-6.2	-45
14245176	996.925	967.825	490.0973392	-0.05937596	Male	Strongly liberal	White	us	19	0.06	"White Names/Pleasant Words,Black Names/Unpleasant Words"	5	3	1	0	1	1	-6	-1	-30	-22	NA	NA	NA	NA	Control	Congruent first	1.6	-11.2	-12.8
14245180	1166.925	1016.125	423.3351898	0.35621891	Female	Moderately liberal	Asian	us	22	-0.35	"Black Names/Pleasant Words,White Names/Unpleasant Words"	62	63	79	40	23	15	45	42	42	23	NA	NA	NA	NA	Control	Incongruent first	43.8	43	-0.8
14245185	1164.675	1141.3	679.7081372	0.03438976	Female	Moderately liberal	White	us	20	-0.03	"Black Names/Pleasant Words,White Names/Unpleasant Words"	52	3	71	78	-7	61	-19	15	-7	-35	NA	NA	NA	NA	Control	Incongruent first	51	-8.6	-59.6
14245188	963.45	997.775	356.7994329	-0.096202507	Male	Moderately liberal	White	us	32	0.09	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	99	1	0	0	1	1	1	2	2	NA	NA	NA	NA	Control	Incongruent first	20.4	21	0.6
14245231	1733.05	1230.925	729.7090194	0.688116752	Female	Neutral	White	us	50	-0.65	"Black Names/Pleasant Words,White Names/Unpleasant Words"	2	-1	-1	-4	-3	-7	2	-7	-4	-7	NA	NA	NA	NA	Control	Incongruent first	-2.6	-3.4	-0.8
14245243	903.55	1252.575	548.4570842	0.636376136	Female	Neutral	Asian	us	34	-0.63	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-4	-1	-1	-1	1	-1	1	-3	-3	-2	no	no	2	4	Experimental	Congruent first	-1.2	-1.6	-0.4
14245259	967.85	1064.075	682.4488379	-0.140999581	Female	Moderately liberal	White	us	29	0.14	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	-14	99	98	-4	99	100	-54	-99	-70	They were either Black Americans or White Americans	Many of the White Americans featured were well known for being famous serial killers.	1	1	Experimental	Incongruent first	78.4	-27.4	-105.8
14245282	1290.475	1291.725	166.3134603	0.007515928	Female	Moderately liberal	Asian	us	34	-0.01	"Black Names/Unpleasant Words,White Names/Pleasant Words"	49	51	99	100	99	99	99	99	99	99	NA	NA	NA	NA	Control	Congruent first	89.2	89.4	0.2
14245340	1376.525	846.625	795.4041211	0.666202231	Female	Moderately liberal	Multiracial	us	17	-0.66	"White Names/Unpleasant Words,Black Names/Pleasant Words"	47	73	60	-1	41	37	58	51	46	60	"They were all celebrities or actors, but people who are non-criminal"	"the disliked people were all white, while the admired were black"	1	1	Experimental	Incongruent first	36.8	57.6	20.8
14245342	1176.05	1220.975	584.7513589	-0.076827526	Female	Moderately liberal	White	us	17	0.08	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	-2	94	-1	0	-1	93	-1	0	-1	NA	NA	NA	NA	Control	Incongruent first	18.6	17.8	-0.8
14245381	605.525	692.325	339.6738113	0.255539277	Female	Moderately liberal	Black	us	17	-0.24	"White Names/Pleasant Words,Black Names/Unpleasant Words"	72	34	45	19	17	16	0	-23	-16	-22	NA	NA	NA	NA	Control	Congruent first	33.8	-5.4	-39.2
14245392	745.025	1248.3	378.4979288	1.329663815	Female	Slightly liberal	White	us	35	-1.29	"Black Names/Unpleasant Words,White Names/Pleasant Words"	54	63	83	54	37	-2	72	27	-3	32	NA	NA	NA	NA	Control	Congruent first	45.2	38.2	-7
14245395	1174.625	1017.525	434.2624119	0.361762832	NA	Strongly liberal	White	us	37	-0.35	"White Names/Unpleasant Words,Black Names/Pleasant Words"	89	44	15	31	78	77	21	0	-16	-11	The white guys were all bad dudes. The black guys were mostly good dudes.	Disliked figures were white. Liked figures were black.	1	1	Experimental	Incongruent first	58	7.6	-50.4
14245421	1219.325	889.45	527.160233	0.625758506	Female	Moderately liberal	White	us	19	-0.58	"White Names/Unpleasant Words,Black Names/Pleasant Words"	7	-12	98	6	16	15	66	5	24	7	they were criminals	"In this, the gennerally admired were black"	1	1	Experimental	Incongruent first	28.4	18	-10.4
14245429	1059.175	1167.175	754.1530042	0.143207014	Female	Neutral	Multiracial	us	30	-0.14	"Black Names/Unpleasant Words,White Names/Pleasant Words"	81	81	97	97	93	91	91	5	4	0	They were influential individuals	The white examples were people who committed crimes	1	1	Experimental	Congruent first	91.8	36.2	-55.6
14245449	1045.75	1040.525	495.6663012	-0.010541366	Female	Neutral	White	us	51	0.01	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-5	-1	-1	-1	2	2	-1	-1	2	1	The black were famous and the white were bad.	the admired were black and the disliked were white.	1	1	Experimental	Congruent first	-0.6	0	0.6
14245521	1130.65	1361.525	409.4592047	-0.563853486	Female	Moderately liberal	White	us	62	0.56	"White Names/Unpleasant Words,Black Names/Pleasant Words"	25	8	-1	0	-1	-1	-1	1	2	2	NA	NA	NA	NA	Control	Incongruent first	4.4	2.4	-2
14245550	1077.1	1132.425	743.5214407	-0.074409421	Female	Moderately conservative	Black	us	42	0.07	"Black Names/Pleasant Words,White Names/Unpleasant Words"	83	90	95	70	46	81	66	70	60	83	No	They were really famous	1	1	Experimental	Incongruent first	75	73.8	-1.2
14245575	1094.525	1547.525	638.4380064	0.709544224	Female	Neutral	Hispanic	us	42	-0.7	"Black Names/Unpleasant Words,White Names/Pleasant Words"	16	6	7	0	11	12	2	13	13	12	NA	NA	2	1	Experimental	Congruent first	9.2	9.2	0
14245613	2193.05	1217.4	952.9210917	1.023851826	Female	Moderately liberal	White	us	70	-1.02	"Black Names/Pleasant Words,White Names/Unpleasant Words"	5	6	2	34	55	60	-1	38	35	34	NA	NA	NA	NA	Control	Incongruent first	31.2	22.4	-8.8
14245674	766.625	836.65	586.6569576	-0.119362771	Female	Strongly liberal	Hispanic	us	19	0.12	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	100	-2	-1	-1	1	-3	-4	-2	-3	NA	NA	NA	NA	Control	Incongruent first	19.4	17.6	-1.8
14245696	921.4	888.125	287.2259836	0.115849547	Female	Strongly liberal	White	us	63	-0.12	"White Names/Unpleasant Words,Black Names/Pleasant Words"	29	25	27	-2	-23	-3	19	-1	-24	-29	More whites were criminals.	The positive figures were Black actors or atheletes.	1	1	Experimental	Incongruent first	5.6	-2	-7.6
14245707	1031.575	1094.15	452.0834398	-0.138414714	Female	Moderately liberal	Hispanic	us	34	0.13	"White Names/Unpleasant Words,Black Names/Pleasant Words"	43	-16	-2	0	-1	-2	-2	0	-1	-1	no	no	1	1	Experimental	Incongruent first	7.6	-4	-11.6
14245739	957.425	1120.871795	420.6419693	0.388565114	Other	Strongly liberal	Multiracial	us	19	-0.39	"Black Names/Unpleasant Words,White Names/Pleasant Words"	0	0	1	0	0	0	0	-1	1	1	NA	NA	NA	NA	Control	Congruent first	0.2	0.2	0
14245759	1394.575	1215.875	802.9611018	-0.222551254	Female	Neutral	White	us	27	0.22	"White Names/Pleasant Words,Black Names/Unpleasant Words"	4	-15	49	0	1	1	2	1	-28	-1	NA	NA	NA	NA	Control	Congruent first	11	-8.2	-19.2
14245770	817.825	878.175	323.0379137	-0.186820176	Male	Neutral	Black	us	20	0.19	"Black Names/Pleasant Words,White Names/Unpleasant Words"	53	0	100	100	100	100	-1	56	46	51	"Some with being accused as rapists even though they never did anything like that, at least to my prior knowledge."	"No, not that I know of."	2	3	Experimental	Incongruent first	90.6	30.4	-60.2
14245772	1385.725	1299.55	936.6642434	0.092002017	Female	Moderately liberal	White	us	47	-0.17	"Black Names/Pleasant Words,White Names/Unpleasant Words"	20	13	15	-1	-1	13	11	-1	-2	11	All the white people were criminals	The positive figures were men of color.	1	1	Experimental	Incongruent first	9.2	6.4	-2.8
14245774	2200.275	1405.925	980.2593379	0.810346782	Male	Moderately liberal	Hispanic	us	20	-0.8	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	99	100	99	99	99	100	100	100	99	NA	NA	NA	NA	Control	Incongruent first	99.4	99.6	0.2
14245795	853.6	846.825	295.4091646	0.022934292	Female	Moderately liberal	White	us	56	-0.02	"White Names/Unpleasant Words,Black Names/Pleasant Words"	5	1	-1	0	1	6	2	-1	1	-11	"The white people were bad people legally or ethically, while the black people were good people legally/ethically."	The admired famous individuals are people who are/were seen regularly outside of news. The disliked famous individuals were ones more discussed in the news (which not all people pay attention to).	1	1	Experimental	Incongruent first	2.2	-1.6	-3.8
14245820	1026.3	1018.725	534.5484784	0.014170838	Female	Neutral	White	us	19	0.02	"White Names/Unpleasant Words,Black Names/Pleasant Words"	99	97	99	98	98	99	98	98	100	98	NA	NA	NA	NA	Control	Incongruent first	98.6	98.2	-0.4
14245829	862.7	837.9	274.3615558	-0.090391673	Other	Strongly liberal	White	us	37	0.09	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-2	-3	46	42	46	42	1	-22	-32	-31	The white me were all criminals/bad guys.  The black men were artists/leaders/athletes/good guys	The admired men were black	1	1	Experimental	Congruent first	34.8	-17.4	-52.2
14245845	895.65	1378.525	692.5997656	0.697191977	Female	Moderately liberal	White	us	22	-0.69	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-3	-2	98	97	97	1	97	96	-1	6	NA	NA	NA	NA	Control	Congruent first	58	39.2	-18.8
14245853	1521.125	951.8	674.2578657	0.844372797	Female	Moderately liberal	White	us	60	-0.84	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-2	-3	0	-3	-2	1	-1	-3	-4	-3	NA	NA	NA	NA	Control	Incongruent first	-1.2	-2.8	-1.6
14245903	805.95	1008.15	396.573932	0.509867098	Female	Strongly liberal	White	us	26	-0.51	"White Names/Pleasant Words,Black Names/Unpleasant Words"	53	-39	99	24	0	26	15	-29	-2	10	The famous American individuals who were white had done awful things.	"Yes, the ones who were admired were black. The ones who were disliked were white."	1	1	Experimental	Congruent first	40.4	-9	-49.4
14245931	2281.1	2057.75	772.8917224	0.288979677	Male	Moderately conservative	Multiracial	us	51	-0.27	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-7	2	0	1	1	1	1	1	0	-1	NA	NA	NA	NA	Control	Incongruent first	-0.8	0.6	1.4
14245969	1185.9	937.35	325.6249833	0.763301383	Female	Moderately liberal	White	us	52	-0.76	"Black Names/Pleasant Words,White Names/Unpleasant Words"	32	28	1	-1	1	1	0	0	-2	0	NA	NA	NA	NA	Control	Incongruent first	6.8	5.2	-1.6
14246004	613.925	708.125	188.7168514	0.499160511	Female	Slightly conservative	Hispanic	us	29	-0.5	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-12	-10	32	4	7	7	14	-1	-22	-23	"There was a combination of people who had been great leaders/actors, and a group who had committed crimes."	"Most of the admired individuals were black, and most of the generally disliked individuals were white."	1	1	Experimental	Congruent first	7.6	-8.4	-16
14246021	725.875	780.05	343.9229912	0.157520728	Female	Moderately liberal	White	us	20	-0.16	"Black Names/Unpleasant Words,White Names/Pleasant Words"	84	82	73	77	72	74	60	77	60	79	NA	NA	NA	NA	Control	Congruent first	76	71.6	-4.4
14246023	917.575	1450.4	1089.66544	0.488980361	Female	Moderately liberal	White	us	14	-0.48	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	99	99	99	100	98	100	0	100	98	NA	NA	NA	NA	Control	Congruent first	99.2	79.4	-19.8
14246065	985.875	974.425	416.7448025	0.027474848	Female	Moderately liberal	Hispanic	us	36	-0.03	"Black Names/Pleasant Words,White Names/Unpleasant Words"	47	-16	96	-1	0	2	-1	-1	-5	-2	The white men were all convicted fellons.	NA	1	1	Experimental	Incongruent first	28.8	-5	-33.8
14246086	1456.769231	1480.625	914.6360925	0.026082252	Female	Moderately liberal	White	us	75	-0.03	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-2	0	2	4	4	-3	0	-5	-3	-4	they were all men	more whites were bad guys	2	1	Experimental	Congruent first	1	-2.4	-3.4
14246125	938.3	1250.025	346.4359017	0.899805703	Male	Strongly conservative	White	us	21	-0.9	"White Names/Pleasant Words,Black Names/Unpleasant Words"	87	82	0	-1	1	-1	6	1	0	-1	"No, some of names I just did not know, but they were famous ones for both good and bad reasons"	NA	1	1	Experimental	Congruent first	17.2	17.6	0.4
14246204	943.15	754.15	424.2447675	0.445497539	Female	Moderately liberal	Asian	us	23	-0.44	"White Names/Unpleasant Words,Black Names/Pleasant Words"	12	-29	64	35	36	11	25	13	28	-12	NA	NA	NA	NA	Control	Incongruent first	31.6	5	-26.6
14246209	1002.825	790.35	316.3081214	0.671734254	Male	Moderately liberal	White	us	62	-0.66	"White Names/Unpleasant Words,Black Names/Pleasant Words"	18	35	30	20	18	26	24	20	7	21	"black americans from sports, politics and entertainment and white were gangsters and thugs"	Blacks were admired whits were disliked	2	1	Experimental	Incongruent first	22.4	21.4	-1
14246221	793.675	1207.25	529.9261698	-0.780438906	Female	Strongly liberal	White	us	50	0.77	"White Names/Unpleasant Words,Black Names/Pleasant Words"	36	0	50	48	44	43	36	39	-16	34	"The white people were are horrible criminals while the black people were wonderful, good, talented people."	The disliked ones were white.	1	1	Experimental	Incongruent first	44.2	18.6	-25.6
14246225	1401.65	724.25	937.7054124	0.722401717	Female	Moderately liberal	White	us	19	-0.72	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-1	-2	63	68	64	68	68	69	68	68	NA	NA	NA	NA	Control	Incongruent first	52.4	54.2	1.8
14246226	1086.575	1610.475	733.8938111	0.713863494	Female	Moderately conservative	White	us	61	-0.71	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-2	0	1	-1	-1	-2	0	0	-3	-2	White individuals were criminals or bad	The admired people were Black	1	1	Experimental	Congruent first	-1	-1	0
14246227	869.9	859.325	451.3367065	0.023430401	Female	Moderately liberal	White	us	20	-0.11	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	93	97	0	-1	95	96	0	2	12	NA	NA	NA	NA	Control	Incongruent first	58.2	40.6	-17.6
14246239	2025.975	1083.675	1261.391996	0.747031853	Male	NA	White	us	21	-0.74	"Black Names/Pleasant Words,White Names/Unpleasant Words"	70	78	-2	73	-2	61	63	59	63	64	no	they mostly were white	1	3	Experimental	Incongruent first	40	65.4	25.4
14246254	1170.65	1280.025	1034.66805	0.105710232	Female	Slightly liberal	White	us	25	-0.11	"White Names/Pleasant Words,Black Names/Unpleasant Words"	45	86	100	100	24	100	98	100	16	-1	NA	NA	NA	NA	Control	Congruent first	73.8	59.8	-14
14246303	828.525	811.275	380.3974803	0.045347304	Female	Moderately liberal	Multiracial	us	19	-0.05	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-2	3	97	1	94	89	93	-1	3	100	They committed crimes or were involved in trouble.	The famous individuals who were admired all did rewarding things.	2	1	Experimental	Incongruent first	55.8	39.6	-16.2
14246304	867.35	919.9	468.6409755	-0.112132747	Female	Slightly conservative	White	us	22	0.11	"White Names/Unpleasant Words,Black Names/Pleasant Words"	43	44	44	46	43	43	43	45	45	44	The white Americans shown were criminals while the black Americans were successful individuals.	The famous individuals shown that are generally admired were black and the famous individuals shown that are generally disliked were white.	1	1	Experimental	Incongruent first	43.8	44.2	0.4
