session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	learnCond	order	expBlack	expWhite	expDiff
14142794	868.85	831.325	276.2134193	-0.135855094	Male	Strongly liberal	White	us	34	0.13	"White Names/Pleasant Words,Black Names/Unpleasant Words"	25	44	-1	1	0	-1	-1	0	-1	1	Experimental	Congruent first	4.8	8.6	3.8
14142813	902.225	634.975	428.5263119	0.623648986	Female	Moderately liberal	White	us	57	-0.62	"Black Names/Pleasant Words,White Names/Unpleasant Words"	19	15	36	24	31	25	-1	-1	3	0	Control	Incongruent first	27	3.2	-23.8
14142833	1209.4	963.975	404.726399	0.606397311	Male	Moderately liberal	White	us	33	-0.58	"White Names/Unpleasant Words,Black Names/Pleasant Words"	66	56	3	0	1	70	-1	2	1	0	Control	Incongruent first	28	11.6	-16.4
14142840	1116.475	1952.85	1171.475927	0.713949797	Female	Neutral	White	us	64	-0.71	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-4	-4	0	0	-2	-2	0	1	1	-1	Control	Congruent first	-1.6	-0.6	1
14142857	1108.225	1385.95	686.7031344	-0.404432405	Male	Slightly conservative	White	us	38	0.4	"Black Names/Pleasant Words,White Names/Unpleasant Words"	56	-1	49	30	77	43	14	-1	-68	-28	Experimental	Incongruent first	51	-16.8	-67.8
14142892	1224.35	1203.4	695.4563819	0.030124103	Female	Moderately liberal	White	us	22	0	"Black Names/Pleasant Words,White Names/Unpleasant Words"	12	27	96	61	46	51	-14	70	21	13	Control	Incongruent first	53.2	23.4	-29.8
14142902	996.325	614.425	292.3735419	1.306205745	Male	Neutral	White	us	22	-1.28	"White Names/Unpleasant Words,Black Names/Pleasant Words"	82	88	-1	0	0	-1	0	0	0	0	Control	Incongruent first	16	17.6	1.6
14142933	1376.325	1691.525	1263.599518	-0.249446122	Female	Slightly conservative	Black	us	47	0.25	"White Names/Unpleasant Words,Black Names/Pleasant Words"	33	-13	36	6	15	10	49	-9	-14	-7	Experimental	Incongruent first	20	1.2	-18.8
14142938	1129.625	1237.35	414.4706245	0.259909855	Male	Moderately liberal	White	us	44	-0.25	"Black Names/Unpleasant Words,White Names/Pleasant Words"	88	-2	30	5	-1	7	0	-10	-1	-29	Experimental	Congruent first	25.8	-8.4	-34.2
14142950	1477.1	1473.5	909.6359322	0.003957627	Female	Moderately liberal	Black	us	55	0	"Black Names/Pleasant Words,White Names/Unpleasant Words"	75	53	100	56	55	68	40	55	47	52	Control	Incongruent first	70.8	49.4	-21.4
14142954	913.75	738.725	544.5953147	-0.321385431	Female	Moderately liberal	Asian	us	21	0.32	"Black Names/Unpleasant Words,White Names/Pleasant Words"	51	-5	75	85	83	88	67	1	51	46	Control	Congruent first	76.4	32	-44.4
14142984	915.725	803.1	409.6047707	0.274960176	Female	Neutral	White	us	39	-0.27	"Black Names/Pleasant Words,White Names/Unpleasant Words"	79	86	94	92	94	94	94	94	94	99	Experimental	Incongruent first	90.6	93.4	2.8
14143009	1050.5	1276.175	548.7401438	0.411260234	Female	Moderately liberal	White	us	64	-0.4	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-23	19	0	0	0	-1	0	0	0	0	Control	Congruent first	-4.8	3.8	8.6
14143023	685.825	599.8	169.1934773	0.508441586	Female	Moderately liberal	White	us	20	-0.5	"White Names/Unpleasant Words,Black Names/Pleasant Words"	44	45	1	31	27	-1	11	23	-1	10	Experimental	Incongruent first	20.4	17.6	-2.8
14143030	879.35	1102.4	443.8691612	0.502512946	Female	Moderately liberal	Black	us	22	-0.47	"White Names/Pleasant Words,Black Names/Unpleasant Words"	91	-2	96	91	95	93	11	39	-13	1	Control	Congruent first	93.2	7.2	-86
14143046	822.075	1009.225	494.2837063	-0.378628706	Female	Moderately liberal	Black	us	50	0.37	"White Names/Unpleasant Words,Black Names/Pleasant Words"	8	0	-3	1	-3	4	3	-2	-2	-3	Experimental	Incongruent first	1.4	-0.8	-2.2
14143052	719.95	754.2	162.9088256	0.210240298	Female	Strongly liberal	Black	us	24	-0.21	"White Names/Pleasant Words,Black Names/Unpleasant Words"	97	10	100	98	97	98	98	40	47	47	Control	Congruent first	98	48.4	-49.6
14143055	1242.475	1618.6	916.2077033	0.410523726	Male	Slightly conservative	White	us	19	-0.39	"Black Names/Unpleasant Words,White Names/Pleasant Words"	NA	NA	1	1	0	0	0	0	0	0	Experimental	Congruent first	0.5	0	-0.5
14143060	960.8205128	857.225	343.0543493	0.301979885	Female	Strongly liberal	White	us	65	-0.3	"White Names/Unpleasant Words,Black Names/Pleasant Words"	11	15	1	3	5	1	-1	1	3	2	Control	Incongruent first	4.2	4	-0.2
14143141	986.75	1270.875	406.145453	0.699564646	Female	Moderately conservative	White	us	50	-0.68	"Black Names/Unpleasant Words,White Names/Pleasant Words"	39	83	17	16	24	1	18	21	24	3	Control	Congruent first	19.4	29.8	10.4
14143144	1119.55	1775.487179	1054.185871	0.622221562	Male	Strongly conservative	White	us	57	-0.61	"White Names/Pleasant Words,Black Names/Unpleasant Words"	0	82	-1	100	3	0	73	27	4	26	Experimental	Congruent first	20.4	42.4	22
14143198	1088.45	2300.375	1353.8327	0.895180771	Female	Slightly conservative	Pacific Islander	us	56	-0.89	"Black Names/Unpleasant Words,White Names/Pleasant Words"	20	98	-1	-1	-1	2	1	-2	0	0	Control	Congruent first	3.8	19.4	15.6
14143255	683.25	1470.575	617.0147444	1.276022992	Female	Neutral	White	us	21	-1.25	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-49	71	-20	-25	-48	-50	79	16	81	42	Experimental	Congruent first	-38.4	57.8	96.2
14143302	816.6	877	294.8335467	-0.204861355	Male	Moderately liberal	White	us	16	0.2	"Black Names/Pleasant Words,White Names/Unpleasant Words"	1	2	1	0	1	-1	0	0	0	1	Experimental	Incongruent first	0.4	0.6	0.2
14143310	1829.525	1686.55	1297.889557	0.110159604	Female	Strongly liberal	White	us	21	-0.11	"Black Names/Pleasant Words,White Names/Unpleasant Words"	74	-49	98	65	87	44	52	55	46	-42	Control	Incongruent first	73.6	12.4	-61.2
14143311	1387.4	1273.05	934.7607285	-0.12233077	Female	Neutral	Black	us	19	0.07	"White Names/Pleasant Words,Black Names/Unpleasant Words"	3	3	1	0	-2	1	-2	-1	0	1	Control	Congruent first	0.6	0.2	-0.4
14143350	896.025	984.9	340.6097639	0.260929103	Female	Strongly liberal	White	us	25	-0.26	"Black Names/Unpleasant Words,White Names/Pleasant Words"	8	6	5	2	4	6	0	0	0	1	Experimental	Congruent first	5	1.4	-3.6
14143362	1083.825	1070.8	507.4040308	0.025669879	Male	Moderately liberal	Multiracial	us	27	-0.03	"Black Names/Pleasant Words,White Names/Unpleasant Words"	49	-21	57	42	48	58	9	-7	-15	3	Control	Incongruent first	50.8	-6.2	-57
14143395	1288.575	860.1	420.6571093	1.018584948	Female	Strongly liberal	White	us	26	-0.98	"White Names/Unpleasant Words,Black Names/Pleasant Words"	27	24	99	99	100	99	97	98	99	100	Experimental	Incongruent first	84.8	83.6	-1.2
14143403	1080.075	1612.9	748.9061051	0.711471033	Female	Neutral	Hispanic	us	21	-0.7	"Black Names/Unpleasant Words,White Names/Pleasant Words"	25	-61	99	49	-1	-2	-100	-99	1	-99	Control	Congruent first	34	-71.6	-105.6
14143447	1279.925	990.325	487.7998234	0.593686152	Female	Strongly liberal	White	us	64	-0.58	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-6	5	-1	-2	-2	0	0	0	-2	-1	Experimental	Incongruent first	-2.2	0.4	2.6
14143451	855.35	680.75	210.9944447	0.827509939	Male	Moderately liberal	White	us	20	-0.83	"Black Names/Pleasant Words,White Names/Unpleasant Words"	36	-23	64	0	1	14	66	-16	-18	-24	Control	Incongruent first	23	-3	-26
14143458	1313.225	1120.15	665.5631401	0.290092687	Female	Slightly liberal	Asian	us	20	-0.28	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	-24	32	23	36	22	-36	-36	-30	-45	Control	Incongruent first	22.8	-34.2	-57
14143549	1276.975	1351.625	723.1410633	-0.103230205	Female	Moderately liberal	White	us	27	0.1	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-3	-2	1	3	-1	-2	0	-19	-1	-1	Control	Incongruent first	-0.4	-4.6	-4.2
14143598	613.375	906.025	291.2478782	1.004814187	Male	Neutral	White	us	19	-0.96	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-15	5	-12	-7	-14	-7	9	6	12	9	Experimental	Congruent first	-11	8.2	19.2
14143624	1213.8	858.425	520.6038605	0.682620754	Male	Strongly liberal	White	us	48	-0.67	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	-2	0	-1	-1	-1	-1	0	-1	-1	Experimental	Incongruent first	-0.4	-1	-0.6
14143646	1182.25	920.25	1050.907257	-0.249308393	Female	Moderately liberal	Black	us	21	0.25	"Black Names/Unpleasant Words,White Names/Pleasant Words"	73	-22	99	64	42	96	1	-20	1	-27	Experimental	Congruent first	74.8	-13.4	-88.2
14143657	1455	984.7692308	933.0579548	0.503967376	NA	NA	Hispanic	us	25	-0.5	"White Names/Unpleasant Words,Black Names/Pleasant Words"	62	39	2	0	0	1	1	-2	1	1	Experimental	Incongruent first	13	8	-5
14143699	1187.25	1566.9	636.7182429	0.596260598	Male	Moderately liberal	White	us	37	-0.58	"White Names/Pleasant Words,Black Names/Unpleasant Words"	3	2	99	99	98	99	98	99	99	99	Experimental	Congruent first	79.6	79.4	-0.2
14143708	1460.625	1068.4	1292.533612	0.303454391	Female	Moderately liberal	White	us	49	-0.3	"Black Names/Pleasant Words,White Names/Unpleasant Words"	41	42	-1	-1	0	0	-2	0	-1	49	Control	Incongruent first	7.8	17.6	9.8
14143749	1356.3	1192.85	635.0438792	0.257383789	Female	Moderately liberal	Asian	us	36	-0.25	"White Names/Unpleasant Words,Black Names/Pleasant Words"	4	-12	17	-14	70	0	41	-1	-22	16	Control	Incongruent first	15.4	4.4	-11
14143768	1164.051282	970.8684211	540.5851327	-0.357358812	Male	Moderately liberal	Multiracial	us	33	0.36	"Black Names/Unpleasant Words,White Names/Pleasant Words"	2	48	4	1	1	1	1	2	3	2	Experimental	Congruent first	1.8	11.2	9.4
14143780	832.3	898.4	424.5860859	0.155681032	Female	Moderately liberal	Asian	us	19	-0.15	"White Names/Pleasant Words,Black Names/Unpleasant Words"	30	-68	91	88	81	93	98	32	2	-31	Control	Congruent first	76.6	6.6	-70
14143799	1002.575	1090.525	428.1871382	0.205400845	Other	Strongly liberal	White	us	20	-0.2	"White Names/Pleasant Words,Black Names/Unpleasant Words"	12	-30	45	99	47	98	21	-1	-99	-57	Experimental	Congruent first	60.2	-33.2	-93.4
14143811	1324.475	1049.125	774.1932412	0.355660558	Female	Strongly conservative	White	us	27	-0.35	"Black Names/Pleasant Words,White Names/Unpleasant Words"	1	0	0	1	0	0	0	1	1	1	Experimental	Incongruent first	0.4	0.6	0.2
14143819	909.6	1423.8	555.3413	0.925917089	Male	Strongly liberal	White	us	22	-0.89	"White Names/Pleasant Words,Black Names/Unpleasant Words"	29	29	-1	0	0	-1	0	-1	0	-1	Experimental	Congruent first	5.4	5.4	0
14143838	1285.675	1135.575	658.5674975	0.227918931	Female	Moderately conservative	Hispanic	us	26	-0.22	"White Names/Unpleasant Words,Black Names/Pleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Experimental	Incongruent first	NA	NA	NA
14143925	1030.85	2459.675	1323.205121	1.079821245	Female	Moderately liberal	White	us	63	-1.05	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-5	-2	-6	-1	-1	0	-2	-2	-2	-2	Control	Congruent first	-2.6	-2	0.6
14143959	1127.025	1294.025	600.7453593	-0.277987998	Female	Strongly liberal	Multiracial	us	32	0.27	"Black Names/Pleasant Words,White Names/Unpleasant Words"	76	-78	99	88	91	89	-1	-90	-50	-15	Control	Incongruent first	88.6	-46.8	-135.4
14143967	899.775	955.675	461.794874	-0.121049416	Female	Moderately liberal	White	us	30	0.12	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-3	-9	64	0	0	0	46	-1	-1	1	Control	Incongruent first	12.2	7.2	-5
14144030	1396.475	2294.027778	1669.217101	0.537708832	Female	Slightly liberal	Black	us	21	-0.53	"White Names/Pleasant Words,Black Names/Unpleasant Words"	76	9	90	94	92	92	91	90	93	88	Experimental	Congruent first	88.8	74.2	-14.6
14144044	609.925	590.575	181.9924536	0.10632309	Male	Moderately liberal	Hispanic	us	22	-0.11	"White Names/Unpleasant Words,Black Names/Pleasant Words"	85	-27	52	52	53	52	42	21	-1	21	Control	Incongruent first	58.8	11.2	-47.6
14144054	3543.15	1743.4	1610.18395	1.117729437	Female	Strongly conservative	Black	us	28	-1.12	"White Names/Unpleasant Words,Black Names/Pleasant Words"	99	100	99	100	99	99	99	99	99	99	Experimental	Incongruent first	99.2	99.2	0
14144077	787.3076923	1032.75	989.6418752	0.248011239	Female	Strongly liberal	White	us	19	-0.26	"Black Names/Unpleasant Words,White Names/Pleasant Words"	84	37	98	81	64	69	94	46	19	19	Control	Congruent first	79.2	43	-36.2
14144080	831.625	971.975	510.6727605	0.274833535	Female	Strongly conservative	White	us	22	-0.27	"White Names/Pleasant Words,Black Names/Unpleasant Words"	23	20	-1	-1	-1	-1	-1	-2	-1	-1	Control	Congruent first	3.8	3	-0.8
14144152	853	1350.55	467.0617007	1.065276813	Female	NA	White	us	58	-1.06	"Black Names/Unpleasant Words,White Names/Pleasant Words"	2	-4	0	-2	1	2	1	-1	0	-2	Experimental	Congruent first	0.6	-1.2	-1.8
14144191	986.425	832.825	301.3948743	0.509630432	Female	Moderately liberal	White	us	25	-0.48	"Black Names/Pleasant Words,White Names/Unpleasant Words"	75	31	16	34	30	20	-1	-1	34	-32	Experimental	Incongruent first	35	6.2	-28.8
14144246	1090.15	853.625	450.4716795	0.525060755	Male	Moderately liberal	White	us	53	-0.51	"White Names/Unpleasant Words,Black Names/Pleasant Words"	47	42	85	39	66	-55	59	35	41	52	Experimental	Incongruent first	36.4	45.8	9.4
14144274	1112.6	1220.95	488.7545778	0.221685903	Male	Neutral	Asian	us	50	-0.22	"White Names/Pleasant Words,Black Names/Unpleasant Words"	3	-3	1	0	0	-1	1	0	2	-3	Control	Congruent first	0.6	-0.6	-1.2
14144279	844.975	876.775	315.6162297	0.100755275	Female	Strongly conservative	White	us	45	-0.1	"Black Names/Unpleasant Words,White Names/Pleasant Words"	44	43	-1	47	-1	62	1	-2	-1	34	Experimental	Congruent first	30.2	15	-15.2
14144291	655.225	1368.875	656.2670979	1.087438335	Male	Neutral	White	us	19	-1.08	"White Names/Pleasant Words,Black Names/Unpleasant Words"	56	48	66	27	1	33	74	15	0	55	Control	Congruent first	36.6	38.4	1.8
14144292	713.35	1079.975	359.3276754	1.020308273	Female	Strongly liberal	White	us	53	-1	"White Names/Pleasant Words,Black Names/Unpleasant Words"	56	65	41	41	48	43	46	47	46	45	Control	Congruent first	45.8	49.8	4
14144331	1514.575	1465.425	1002.397581	-0.049032441	Male	Neutral	White	us	61	0.05	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-2	44	0	-1	-6	8	7	2	10	9	Experimental	Congruent first	-0.2	14.4	14.6
14144334	1294.7	1599.25	676.56532	0.450141311	Male	Strongly liberal	White	us	16	-0.43	"Black Names/Unpleasant Words,White Names/Pleasant Words"	2	0	0	0	-1	-1	-1	-1	-1	1	Experimental	Congruent first	0	-0.4	-0.4
14144338	1144.775	1446.3	592.2379128	0.509128162	Female	Neutral	White	us	29	-0.5	"White Names/Pleasant Words,Black Names/Unpleasant Words"	25	32	98	39	97	54	90	47	34	56	Control	Congruent first	62.6	51.8	-10.8
14144343	683.8	927.925	386.8529549	0.63105373	Female	Moderately liberal	White	us	36	-0.62	"Black Names/Unpleasant Words,White Names/Pleasant Words"	84	69	0	-1	0	-1	-1	-3	1	-1	Experimental	Congruent first	16.4	13	-3.4
14144411	767.05	1145	509.3759144	0.741986398	Female	Moderately conservative	White	us	21	-0.73	"Black Names/Unpleasant Words,White Names/Pleasant Words"	40	55	45	39	0	35	30	24	2	0	Experimental	Congruent first	31.8	22.2	-9.6
14144430	698.2	1052.5	497.4672841	0.712207639	Other	NA	NA	us	NA	-0.71	"Black Names/Unpleasant Words,White Names/Pleasant Words"	100	0	100	-2	0	11	-1	-49	-45	-11	Experimental	Congruent first	41.8	-21.2	-63
14144581	1072.775	1029.1	467.431071	0.093436236	Male	Slightly liberal	Hispanic	us	23	-0.09	"Black Names/Pleasant Words,White Names/Unpleasant Words"	6	-26	0	37	41	41	10	15	-24	0	Experimental	Incongruent first	25	-5	-30
14144677	938.25	1084.55	450.6716956	-0.324626555	Female	Neutral	Asian	us	20	0.32	"White Names/Unpleasant Words,Black Names/Pleasant Words"	6	4	97	0	-1	91	91	-5	84	-2	Control	Incongruent first	38.6	34.4	-4.2
14144683	755.325	1243	514.3722103	0.948097487	Male	Moderately liberal	Hispanic	us	21	-0.91	"White Names/Pleasant Words,Black Names/Unpleasant Words"	42	52	23	81	40	60	50	60	44	46	Control	Congruent first	49.2	50.4	1.2
14144701	1544.25	1488.45	744.7765292	0.074921802	NA	Slightly liberal	Multiracial	us	21	-0.07	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-1	8	-4	-2	-1	0	17	1	-3	0	Control	Incongruent first	-1.6	4.6	6.2
14144703	1014.575	911.475	626.2991556	-0.164617817	Female	Moderately liberal	Asian	us	28	0.16	"Black Names/Unpleasant Words,White Names/Pleasant Words"	37	-24	82	85	87	89	60	66	67	54	Experimental	Congruent first	76	44.6	-31.4
14144741	1351.625	1165.175	506.194279	0.368336838	Female	Moderately conservative	White	us	49	-0.36	"White Names/Unpleasant Words,Black Names/Pleasant Words"	49	71	1	-1	1	0	0	-1	0	1	Experimental	Incongruent first	10	14.2	4.2
14144742	702.625	1097.35	433.8796279	0.909756934	Male	Neutral	White	us	24	-0.9	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-23	34	76	-1	-67	-35	-12	-14	59	41	Control	Congruent first	-10	21.6	31.6
14144766	904.8	1136.875	582.2297264	0.398596962	Male	Slightly liberal	Hispanic	us	56	-0.4	"White Names/Pleasant Words,Black Names/Unpleasant Words"	98	100	99	99	99	98	99	99	99	98	Control	Congruent first	98.6	99	0.4
14144776	1173.275	851.15	587.5181159	0.548280966	Female	Moderately conservative	Asian	us	58	-0.55	"White Names/Unpleasant Words,Black Names/Pleasant Words"	14	18	23	10	11	9	31	5	5	4	Experimental	Incongruent first	13.4	12.6	-0.8
14144777	1085.325	740.85	378.931716	0.909068799	Female	Strongly liberal	White	us	19	-0.88	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	0	18	22	16	15	-11	-17	-36	-1	Control	Incongruent first	34.2	-13	-47.2
14144783	1257.35	2073.125	1180.869035	0.690825973	Male	Moderately liberal	Black	us	60	-0.69	"Black Names/Unpleasant Words,White Names/Pleasant Words"	86	90	95	95	95	92	93	95	93	87	Experimental	Congruent first	92.6	91.6	-1
14144944	914.775	905.575	331.2243026	-0.02777574	Male	Neutral	Multiracial	us	16	0.03	"Black Names/Unpleasant Words,White Names/Pleasant Words"	55	52	-2	0	-2	0	6	2	1	2	Control	Congruent first	10.2	12.6	2.4
14145005	1390.1	1406.6	918.2710239	-0.017968551	Female	Neutral	Black	us	32	0.02	"Black Names/Pleasant Words,White Names/Unpleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Experimental	Incongruent first	NA	NA	NA
14145012	858.125	822.125	362.9912777	0.099175937	Female	Strongly liberal	Multiracial	us	28	-0.1	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-6	-4	17	-1	-1	-3	15	-1	-2	-24	Experimental	Incongruent first	1.2	-3.2	-4.4
14145016	1788.925	1456.925	859.5633536	0.386242618	Female	Moderately conservative	Asian	us	41	-0.38	"Black Names/Pleasant Words,White Names/Unpleasant Words"	2	-2	-54	0	0	0	44	46	53	46	Experimental	Incongruent first	-10.4	37.4	47.8
14145032	866.8	943.75	318.2555289	-0.241786844	Female	Strongly liberal	Hispanic	us	32	0.24	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	100	100	99	99	99	99	100	98	99	Experimental	Incongruent first	99.4	99.2	-0.2
14145113	1044.925	926.375	942.1765147	-0.125825679	Female	Moderately liberal	Asian	us	34	0.13	"Black Names/Unpleasant Words,White Names/Pleasant Words"	15	-27	9	-15	-15	-8	-35	-57	-49	-58	Control	Congruent first	-2.8	-45.2	-42.4
14145201	636.175	952.175	320.6194469	-0.985592119	Female	Moderately liberal	Hispanic	us	25	0.95	"White Names/Unpleasant Words,Black Names/Pleasant Words"	89	86	100	64	39	100	81	53	32	9	Experimental	Incongruent first	78.4	52.2	-26.2
14145321	724.675	756.675	209.6320933	0.152648383	Female	Moderately conservative	Hispanic	us	25	-0.15	"Black Names/Unpleasant Words,White Names/Pleasant Words"	100	99	96	100	-1	99	69	-1	89	71	Experimental	Congruent first	78.8	65.4	-13.4
14145702	1059.375	704.575	524.4220441	-0.676554321	Female	Slightly liberal	White	us	57	0.68	"White Names/Pleasant Words,Black Names/Unpleasant Words"	4	-14	78	76	77	71	72	77	68	74	Control	Congruent first	61.2	55.4	-5.8
